book_id,title,publication_year,num_pages,average_rating,rating_variance,ratings_count,text_reviews_count,Children,Biography,Comics,Fantasy Paranormal,Mystery Thriller Crime,Poetry,Young Adult,Romance
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,1969.0,228.0,4.2,1.1740407881092292,3094,40,,,,,,1.0,,
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,1968.0,307.0,4.2,1.0094339622641508,467,8,,,,,,1.0,,
1466,Grief Lessons: Four Plays by Euripides,2006.0,312.0,4.39,2.883137254901961,479,54,,,,,,1.0,,
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,2002.0,264.0,4.31,0.8194444444444444,647,12,,,,,,1.0,,
1494,Alcestis,1990.0,142.0,3.8,1.637547367572362,1445,63,,,,,,1.0,,
1518,The Oresteia,2004.0,304.0,3.99,2.018181818181818,59,5,,,,,,1.0,,
1519,"The Oresteia  (Ορέστεια, #1-3)",1984.0,335.0,3.99,1.359853225817483,25214,473,,,,,,1.0,,
1530,"The Oresteia: Agamemnon, Choephoroe & Eumenides (Everyman's Library, No. 260)",2004.0,127.0,3.99,0.7999999999999999,50,6,,,,,,1.0,,
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,1996.0,151.0,3.99,2.3000000000000003,79,7,,,,,,1.0,,
1543,Ajax/Electra/Oedipus Tyrannus,1994.0,,4.49,0.5714285714285714,86,5,,,,,,1.0,,
1573,The Birds and Other Plays,2003.0,336.0,4.08,0.8265457238059979,1009,15,,1.0,,,,,,
1713,The Metamorphoses of Ovid,1995.0,559.0,4.03,2.8807471264367814,622,52,,,,,,1.0,,
1715,Metamorphoses,2004.0,723.0,4.03,1.6404083009382329,43316,634,,,,,,1.0,,
1720,"Ovid's Metamorphoses, Books 1-5",1998.0,584.0,4.25,1.9833333333333334,210,17,,,,,,1.0,,
1730,"Metamorphoses: Volume I, Books I-VIII",1977.0,,4.4,0.772549019607843,593,15,,,,,,1.0,,
1850,Born To Be Wild,2006.0,354.0,3.76,1.3305913999454213,2260,101,,,,,1.0,,,
1852,The Call of the Wild,2001.0,172.0,3.83,1.254137329588212,228346,5442,1.0,,,,,,,
1931,Avalanche,1989.0,144.0,3.66,2.1184615384615384,231,35,1.0,,,,,,,
2016,"King of the Vagabonds (The Baroque Cycle, Vol. 1, Book 2)",2006.0,400.0,4.16,1.8046371833404895,1666,86,,1.0,,,,,,
2050,"Farewell, My Lovely (Philip Marlowe, #2)",1992.0,292.0,4.16,1.2096781597961122,22257,975,,,,,1.0,,,
2319,The Witches of Worm,1991.0,183.0,3.69,0.6727272727272726,33,10,1.0,,,,,,,
2340,Whitethorn,,683.0,4.03,0.7065663474692202,1991,123,,1.0,,,,,,
2371,The Johnstown Flood,1990.0,302.0,4.11,1.1745745229499742,11986,1005,,1.0,,,,,,
2404,Moby Dick: or The White Whale,1998.0,104.0,3.71,0.9523809523809526,35,5,1.0,,,,,,,
2547,The Prophet,2010.0,127.0,4.23,1.4178000205170223,145579,4280,,,,,,1.0,,
2696,The Canterbury Tales,2003.0,504.0,3.48,1.358342609515569,150099,2071,,,,,,1.0,,
2698,The Canterbury Tales,1998.0,465.0,3.48,2.3044096728307255,233,19,,,,,,1.0,,
2706,Love Visions,1983.0,272.0,3.6,0.6868131868131868,61,5,,,,,,1.0,,
2718,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,2003.0,32.0,4.19,1.292555331991952,830,127,1.0,,,,,,,
2839,Bridge to Terabithia,,143.0,3.98,1.1646601739732854,343901,7742,1.0,,,,,,,
2880,"Bleach, Volume 01",2004.0,200.0,4.21,1.2819334822395723,123807,909,,,1.0,,,,,
2881,"Bleach, Volume 14",2006.0,208.0,4.38,1.3947503121098626,9334,59,,,1.0,,,,,
2882,"Bleach, Volume 11",2006.0,208.0,4.35,1.4309440476976634,7577,64,,,,1.0,,,,
2883,"Bleach, Volume 12",2006.0,208.0,4.36,1.3064566012637178,7304,65,,,1.0,,,,,
3014,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,1999.0,128.0,4.28,0.2545454545454545,99,16,1.0,,,,,,,
3048,Sir Gawain and the Green Knight; Pearl; [and] Sir Orfeo,,214.0,3.98,1.1175706722605132,1130,78,,,,,,1.0,,
3050,Sir Gawain and the Green Knight,,,3.68,1.177067977067977,690,29,,,,,,1.0,,
3150,"Drina Dances Again (Drina, #5)",1989.0,186.0,4.07,2.0096153846153846,209,6,1.0,,,,,,,
3155,"Drina Goes on Tour (Drina, #10)",1991.0,188.0,4.2,2.305263157894737,111,7,1.0,,,,,,,
3258,"Greek Tragedies, Vol. 2: Aeschylus: The Libation Bearers; Sophocles: Electra; Euripides: Iphigenia in Tauris, Electra, The Trojan Women",1960.0,304.0,4.27,1.3743589743589746,282,11,,,,,,1.0,,
3304,"City of the Beasts (Eagle and Jaguar, #1)",2004.0,408.0,3.69,1.5013733927052584,15766,678,,,,1.0,,,,
3402,Kiffe Kiffe Tomorrow,2006.0,179.0,3.33,1.3911184210526315,888,119,,,,,,,1.0,
3416,"Caesar (Masters of Rome, #5)",2003.0,928.0,4.35,0.7866916811840207,5405,106,,1.0,,,,,,
3581,"Sherlock Holmes: The Complete Novels and Stories, Volume I",1986.0,1059.0,4.45,2.877137442224758,18729,498,,,,,1.0,,,
3686,Truth and Beauty,2005.0,257.0,3.94,1.4072656795679088,26900,2414,,1.0,,,,,,
3718,Stranger Than Fiction: True Stories,2004.0,256.0,3.56,1.9913419913419914,289,23,,1.0,,,,,,
3758,"Casino Royale (James Bond, #1)",2002.0,181.0,3.73,1.3763345164364233,40049,2327,,,,,1.0,,,
3768,Book of Sketches,2006.0,432.0,3.78,2.0927182270465856,508,37,,,,,,1.0,,
3791,Thursday's Children,1987.0,249.0,4.25,0.7852062588904694,308,19,,,,,,,1.0,
3797,Miss Happiness and Miss Flower,2006.0,104.0,4.28,0.8689989785495403,777,55,1.0,,,,,,,
3832,Cover Her Face (Adam Dalgliesh #1),,250.0,3.94,1.2610651053244497,23337,759,,,,,1.0,,,
4070,Man's Search for Meaning,2000.0,165.0,4.33,2.1415384615384614,315,39,,1.0,,,,,,
4256,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",2008.0,317.0,4.53,0.791313583259892,3063,143,1.0,,,,,,,
4372,When Broken Glass Floats: Growing Up Under the Khmer Rouge,2001.0,336.0,4.11,1.4728476821192054,2902,281,,1.0,,,,,,
4654,The Imaginary Girlfriend,,,3.39,1.302262566047961,1656,94,,1.0,,,,,,
4655,A Sound Like Someone Trying Not to Make a Sound,2003.0,32.0,4.01,1.5282828282828285,628,43,1.0,,,,,,,
4820,"Mayflower: A Story of Courage, Community, and War",2006.0,461.0,3.86,1.7519006425790438,26443,1922,,1.0,,,,,,
4921,"Three Men in a Boat (Three Men, #1)",1994.0,184.0,3.9,1.8638416240605271,31122,2216,,1.0,,,,,,
4925,Three Men in a Boat,2004.0,178.0,3.9,1.2055991041433367,620,100,,1.0,,,,,,
4944,The Very Hungry Caterpillar,,,4.29,1.4302175930082908,3335,244,1.0,,,,,,,
4952,What Is the What,2006.0,475.0,4.16,1.7867628483905846,60040,6000,,1.0,,,,,,
5309,The Life and Times of Scrooge McDuck,2005.0,266.0,4.67,1.040450471156056,2047,112,,,1.0,,,,,
5359,The Client,2010.0,483.0,3.97,0.9248897013610754,324912,1693,,,,,1.0,,,
5402,"""Stand Back,"" Said the Elephant, ""I'm Going to Sneeze!""",1990.0,32.0,4.38,1.425090424519323,826,109,1.0,,,,,,,
5582,1776,2005.0,,4.06,3.2,112,24,,1.0,,,,,,
5585,"The Creation of the American Republic, 1776-1787",1998.0,675.0,4.12,1.4449472096530922,1481,33,,1.0,,,,,,
5635,The Norton Anthology of Modern and Contemporary Poetry,2003.0,1136.0,4.23,1.5495798319327732,269,21,,,,,,1.0,,
5659,The Wind in the Willows,2005.0,256.0,3.98,1.3602972698897577,127745,2748,1.0,,,,,,,
5881,"The Age of Bronze (Pirates of the Caribbean: Jack Sparrow, #5)",2006.0,144.0,4.03,1.7403508771929825,505,15,1.0,,,1.0,,,,
5918,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,2013.0,64.0,3.86,1.9444444444444446,35,7,,,,,,1.0,,
5932,Twenty Love Poems and a Song of Despair,2006.0,70.0,4.32,1.2567126084737112,32000,882,,,,,,1.0,,
5935,Selected Poems,,,4.39,1.978021978021978,105,9,,,,,,1.0,,
5966,Edward Lear's Book of Nonsense: With Lear's Original Illustrations,1995.0,46.0,3.65,2.163636363636363,61,8,,,,,,1.0,,
5989,Li Po and Tu Fu: Poems,1973.0,256.0,4.12,1.2975609756097561,313,22,,,,,,1.0,,
6008,Five T'Ang Poets,1990.0,184.0,4.32,1.9780219780219779,132,15,,,,,,1.0,,
6107,The Middle Sea: A History of the Mediterranean,2006.0,588.0,3.86,3.1794871794871793,501,44,,1.0,,,,,,
6216,"The Wife (Kristin Lavransdatter, #2)",1999.0,402.0,4.15,1.5428785286569717,1639,118,,1.0,,,,,,
6295,Howl and Other Poems,2001.0,56.0,4.14,1.3745868383152573,73977,1104,,,,,,1.0,,
6298,"Howl: Original Draft Facsimile, Transcript & Variant Versions, Fully Annotated by Author, with Contemporaneous Correspondence",2006.0,208.0,4.21,1.41,162,23,,,,,,1.0,,
6300,Howl: Original Draft Facsimile,,,4.2,1.1019527235354574,1294,47,,,,,,1.0,,
6340,Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad,2002.0,326.0,4.33,3.4291666666666667,101,11,,,,,,1.0,,
6440,Ivanhoe,2000.0,544.0,3.75,1.346371261326647,66849,1365,,1.0,,,,,,
6475,George Washington's Sacred Fire,2011.0,1200.0,4.19,2.255913978494623,578,57,,1.0,,,,,,
6655,The Divine Comedy,2003.0,895.0,4.06,3.333054271466531,2858,184,,,,,,1.0,,
6656,The Divine Comedy,1995.0,798.0,4.06,1.7634665354216512,75170,1700,,,,,,1.0,,
6668,The Enormous Crocodile,2003.0,32.0,3.76,1.107763646294294,12066,411,1.0,,,,,,,
7011,A Midsummer Night's Dream,2005.0,102.0,3.94,1.5666666666666667,102,7,,,,1.0,,,,
7039,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",2003.0,217.0,3.95,1.0444937322109853,35821,1778,,,,,1.0,,,
7092,No Better Place to Die: The Battle Of Stones River,1991.0,282.0,4.16,0.9044117647058824,207,16,,1.0,,,,,,
7188,The Women's War,2007.0,546.0,3.99,1.4236559139784946,259,19,,1.0,,,,,,
7252,How to Make Love Like a Porn Star: A Cautionary Tale,2004.0,592.0,3.75,1.5113929718464794,9636,782,,1.0,,,,,,
7331,Letters from Father Christmas,2004.0,111.0,4.21,1.528011603086859,4818,445,,,,1.0,,,,
7361,Toms Midnight Garden,1993.0,238.0,4.05,2.116959064327485,134,10,1.0,,,,,,,
7775,Happy Birthday to You!,1959.0,64.0,4.13,1.334862385321101,3738,210,1.0,,,,,,,
7777,McElligot's Pool,,,4.06,1.2344307782176933,4107,205,1.0,,,,,,,
7911,Five Little Peppers and How They Grew,2006.0,352.0,4.03,1.0815748279091386,20125,340,1.0,,,,,,,
7938,Winter Cottage,1974.0,178.0,4.13,1.923809523809524,136,24,1.0,,,,,,,
7972,"Shadow of the Hegemon (Shadow, #2)",2006.0,13.0,3.93,1.1410256410256407,105,17,,,,1.0,,,,
8150,The American Years,1993.0,800.0,4.29,1.7487684729064041,241,20,,1.0,,,,,,
8218,"Down to the Bonny Glen (Little House: The Martha Years, #3)",2001.0,321.0,4.12,1.3952428428998722,1273,34,,1.0,,,,,,
8227,Winter Days in the Big Woods,1995.0,32.0,4.27,0.961455087386533,1287,47,1.0,,,,,,,
8244,Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,2004.0,176.0,4.03,1.3035519772673454,4119,78,1.0,,,,,,,
8496,Hailstones and Halibut Bones,1961.0,,4.31,1.443356643356643,606,71,,,,,,1.0,,
8542,10 lb Penalty,2004.0,320.0,3.86,1.1175216843353843,3119,145,,,,,1.0,,,
8773,Violet's House: A Giant Touch-and-Feel Book,2003.0,10.0,3.98,1.5,34,7,1.0,,,,,,,
8857,"Death of a Gossip (Hamish Macbeth, #1)",1999.0,179.0,3.73,1.370679385502745,7925,560,,,,,1.0,,,
8960,"Vampire Mountain (Cirque Du Freak, #4)",2003.0,208.0,4.16,1.2529008371238815,24196,532,,,,,,,1.0,
9132,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,2000.0,265.0,3.86,4.5,60,5,,1.0,,,,,,
9292,Zorro,,390.0,3.75,2.1195402298850574,266,50,,1.0,,,,,,
9326,"Fullmetal Alchemist, Vol. 5 (Fullmetal Alchemist, #5)",2006.0,200.0,4.56,1.3918684585371897,10861,148,,,,1.0,,,,
9512,Measure for Measure,2005.0,224.0,3.67,0.9444444444444444,54,4,,,,,,1.0,,
9517,"Persepolis 2: The Story of a Return (Persepolis, #2)",,187.0,4.23,1.1980156245893785,46987,1911,,,1.0,,,,,
9526,Embroideries,2006.0,144.0,3.82,1.1469039532443421,12114,934,,,1.0,,,,,
9533,The Poe Shadow,,367.0,3.11,1.598306581476287,5673,675,,,,,1.0,,,
9699,"Crescent Moon, Vol. 6 (Crescent Moon,#6)",2005.0,169.0,4.25,1.4979757085020242,259,11,,,1.0,,,,,
9904,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,1996.0,240.0,4.14,1.4921752738654146,517,32,,,,,,1.0,,
10065,Wayside School Is Falling Down (Wayside School #2),1990.0,152.0,4.17,1.001525413200004,46885,687,1.0,,,,,,,
10091,"Sea of Silver Light (Otherland, #4)",,1260.0,4.11,1.6291666666666667,145,4,,,,1.0,,,,
10115,The Memoirs of Cleopatra,1998.0,1139.0,4.17,1.741290701189693,14403,810,,1.0,,,,,,
10203,View With a Grain of Sand: Selected Poems,1995.0,214.0,4.34,1.7476974145588853,3027,170,,,,,,1.0,,
10206,"Sounds, Feelings, Thoughts",1981.0,232.0,4.36,1.3623188405797102,193,19,,,,,,1.0,,
10331,The Last Of The Really Great Whangdoodles,2000.0,277.0,4.25,3.642857142857143,56,9,1.0,,,,,,,
10417,Hands Are Not for Hitting (Ages 4-7),2001.0,35.0,3.98,1.4262485481997678,249,37,1.0,,,,,,,
10456,Far to Go,1986.0,161.0,3.81,1.7738461538461534,144,9,1.0,,,,,,,
10459,When the Sirens Wailed,,,3.72,1.3296370967741935,182,14,1.0,,,,,,,
10489,The Name of the Rose,1984.0,638.0,4.11,2.0954235637779943,453,62,,,,,1.0,,,
10570,"King Dork (King Dork, #1)",2006.0,344.0,3.57,1.8552436729277189,6117,839,,,,,,,1.0,
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",2002.0,761.0,4.4,1.987010994386477,534960,15063,,,,1.0,,,,
10689,"The Devil in the White City Murder, Magic and Madness at the Fair that Changed America",2003.0,464.0,3.99,0.0,18,4,,1.0,,,,,,
10863,Pipe Dream,2001.0,341.0,3.99,0.75,128,15,,,,,1.0,,,
10921,The Collected Songs of Cold Mountain,2000.0,320.0,4.41,1.8214535290006988,530,29,,,,,,1.0,,
10959,Sophie's World,1995.0,403.0,3.88,1.8825505039829376,111215,4324,1.0,,,,,,,
10966,"Outlander - The Exile of Sharad Hett (Star Wars: Ongoing, Volume 2)",2001.0,144.0,3.46,1.5904761904761906,101,12,,,1.0,,,,,
11043,House of Incest,1958.0,72.0,3.8,1.9106694251514704,1628,128,,,,,,1.0,,
11184,"Bold Land, Bold Love (Australian Trilogy, #1)",,469.0,3.87,1.3859649122807016,208,12,,1.0,,,,,,
11206,In the Time of the Butterflies,1995.0,324.0,4.13,1.4367559761031783,40593,2710,,1.0,,,,,,
11339,100 Love Sonnets,1986.0,232.0,4.4,1.0295153160883037,11561,360,,,,,,1.0,,
11547,Evil Unveiled (Speaks The Nightbird #2),2003.0,418.0,4.2,1.6195226917057903,479,20,,1.0,,,,,,
11611,Stand by Me,1986.0,96.0,4.26,0.7993311036789296,1390,20,,,,,1.0,,,
11616,The Gardens of Emily Dickinson,2005.0,350.0,4.0,2.5535714285714284,42,11,,,,,,1.0,,
11619,The Poems of Emily Dickinson,2005.0,690.0,4.24,2.5566037735849063,430,34,,,,,,1.0,,
11784,"After the Wreck, I Picked Myself Up, Spread My Wings, and Flew Away",2006.0,292.0,3.46,1.560226595110316,1109,128,,,,,,,1.0,
12202,"The Poetry of Robert Frost: The Collected Poems, Complete and Unabridged",2002.0,607.0,4.31,2.0889945019103533,1191,62,,,,,,1.0,,
12250,Greek Lyrics,1960.0,82.0,3.96,1.3280632411067192,186,15,,,,,,1.0,,
12381,"Wilderness: The Lost Writings, Vol. 1",1989.0,214.0,3.94,1.5422859776471944,2637,107,,,,,,1.0,,
12384,The Lords and the New Creatures,1971.0,133.0,3.91,1.4864917547074188,2645,92,,,,,,1.0,,
12522,Book of Dreams,2001.0,250.0,3.41,2.2171842650103515,860,23,,,,,,1.0,,
12568,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,1989.0,400.0,4.15,1.252798815354011,8099,363,,,,,,1.0,,
12771,"A Kiss Before Dying (Sweet Valley High, #122)",1996.0,197.0,3.64,1.6888888888888893,245,6,1.0,,,,,,,
12916,The Aeneid,2003.0,290.0,3.81,2.2251979506287847,777,67,,,,,,1.0,,
12918,Aeneid,2005.0,340.0,3.81,2.1333333333333333,239,21,,,,,,1.0,,
12933,Stay!: Keeper's Story,1999.0,128.0,3.88,1.403162055335968,165,24,1.0,,,,,,,
13121,Enchantment: The Life of Audrey Hepburn,2007.0,352.0,3.85,1.651094527363184,2310,224,,1.0,,,,,,
13128,"Cross (Alex Cross, #12)",2006.0,393.0,3.99,1.2646293828752193,43063,1485,,,,,1.0,,,
13136,"2nd Chance (Women's Murder Club, #2)",2005.0,400.0,4.01,1.2570446803089876,69778,1842,,,,,1.0,,,
13170,Runaway Ralph,1982.0,175.0,3.95,1.0751633986928102,78,4,1.0,,,,,,,
13203,Celebrations: Rituals of Peace and Prayer,2006.0,128.0,4.11,2.2640791476407918,419,61,,,,,,1.0,,
13211,And Still I Rise,2001.0,54.0,4.41,1.5318963599970346,2574,131,,,,,,1.0,,
13215,Life Doesn't Frighten Me,1996.0,32.0,4.39,1.2194902548725637,889,110,,,,,,1.0,,
13337,The Odes,1982.0,256.0,3.87,1.2764705882352945,877,19,,,,,,1.0,,
13365,"A Lady At Last (deWarenne Dynasty, #7)",2006.0,379.0,4.06,1.18478568254353,1443,83,,1.0,,,,,,
13376,"The House of the Scorpion (Matteo Alacran, #1)",2004.0,380.0,4.1,1.457542764994759,62568,4947,,,,,,,1.0,
13377,"The House of the Scorpion (Matteo Alacran, #1)",2002.0,380.0,4.1,1.4623677323927637,1253,220,,,,,,,1.0,
13396,"Hesiod, the Homeric Hymns, Epic Cycle, Homerica (Loeb Classical Library #57)",1914.0,657.0,4.18,2.190883190883191,184,12,,1.0,,,,,,
13549,"From Far Away, Vol. 12",2006.0,208.0,4.45,1.0300137598899208,804,11,,,1.0,,,,,
13550,"From Far Away, Vol. 13",2006.0,208.0,4.48,0.8682032066922272,803,13,,,1.0,,,,,
13557,"Vagabond, Volume 20",2005.0,224.0,4.37,1.0970319634703196,383,10,,1.0,,,,,,
13577,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 04",2005.0,192.0,4.28,1.477890359014087,3800,36,,,1.0,,,,,
13589,"Hikaru no Go, Vol. 8: The Pro Test Preliminaries: Day Four (Hikaru no Go, #8)",2006.0,205.0,4.22,0.8562111801242235,865,12,,,1.0,,,,,
13591,"Hikaru no Go, Vol. 9: The Pro Test Begins (Hikaru no Go, #9)",2007.0,207.0,4.27,0.9088448371944909,898,14,,,1.0,,,,,
13615,"Death Note, Vol. 1: Boredom (Death Note, #1)",2005.0,195.0,4.42,1.2104858971101735,142755,2399,,,1.0,,,,,
13620,"Death Note, Vol. 6: Give-and-Take (Death Note, #6)",2006.0,215.0,4.39,1.5766706770452033,15486,356,,,1.0,,,,,
13623,"Death Note, Vol. 10: Deletion (Death Note, #10)",2007.0,188.0,4.22,1.6169687265403692,10552,238,,,1.0,,,,,
13634,Tomie 2,2005.0,247.0,3.82,1.8972431077694236,385,18,,,1.0,,,,,
13727,"Bleach, Volume 16",2006.0,208.0,4.34,1.4854597851716012,5253,60,,,1.0,,,,,
13729,"Bleach, Volume 10",2005.0,208.0,4.28,1.431359015999038,6272,68,,,,1.0,,,,
13765,"Red River, Vol. 15 (Red River, #15)",2006.0,191.0,4.44,1.7830644655075012,890,11,,,1.0,,,,,
13922,"Wolfskin (The Light Isles, #1)",,,4.0,1.347497800301478,5144,203,,,,1.0,,,,
13951,The Case Of The Golden Key (Jigsaw Jones Mystery #19),2002.0,80.0,3.87,0.5666666666666667,77,9,1.0,,,,,,,
14063,The Legend of the Poinsettia,1997.0,32.0,4.18,0.9264070351758795,1909,82,1.0,,,,,,,
14092,"Prétear, Vol. 2 (Prétear, #2)",2004.0,182.0,4.0,0.9937254901960785,299,16,,,1.0,,,,,
14179,"The Complete Dick Tracy, Vol. 1: 1931-1933",2006.0,352.0,4.0,2.023333333333334,143,12,,,1.0,,,,,
14403,The Story of Ruby Bridges,2004.0,32.0,4.41,0.9081631678021652,9899,473,1.0,,,,,,,
14472,"Amelia Bedelia 50th Anniversary Library: Amelia Bedelia, Amelia Bedelia and the Surprise Shower, and Play Ball, Amelia Bedelia",2012.0,96.0,4.4,1.1468253968253967,227,14,1.0,,,,,,,
14567,Ecstasia,2004.0,196.0,3.91,1.124859776618056,1506,45,,,,,,,1.0,
14658,"Encyclopedia Brown and the Case of the Treasure Hunt (Encyclopedia Brown, #17)",1989.0,96.0,4.01,1.144753086419753,595,15,1.0,,,,,,,
14693,The Sword of Welleran and Other Stories,2005.0,112.0,4.07,1.1578947368421053,254,27,,,,1.0,,,,
14704,Faust,2000.0,752.0,3.97,2.7365478686233398,428,55,,,,,,1.0,,
14707,"Faust, Part Two",1999.0,304.0,3.72,1.7077679449360865,2917,62,,,,,,1.0,,
14899,Mormon Country,2003.0,362.0,3.92,1.4712643678160922,490,68,,1.0,,,,,,
15117,"Chocolat (Chocolat, #1)",1999.0,320.0,3.95,1.3777777777777778,78,6,,,,,,,,1.0
15428,Up in a Heaval (Xanth #26),2003.0,342.0,3.82,0.9259174136213897,2196,23,,,,1.0,,,,
15444,Yon Ill Wind (Xanth #20),1997.0,340.0,3.75,1.1013098649201802,3550,33,,,,1.0,,,,
15448,On a Pale Horse,1984.0,325.0,4.14,0.8235294117647058,127,14,,,,1.0,,,,
15535,Rings of Ice,1987.0,191.0,3.33,1.1897163120567378,368,20,,,,1.0,,,,
15567,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",1999.0,512.0,3.97,1.160511577948193,37167,418,,,,1.0,,,,
15651,The Divine Comedy of Dante Alighieri: Volume 1: Inferno,1997.0,672.0,3.99,2.7827260458839405,397,42,,,,,,1.0,,
15678,"Come a Stranger (Tillerman Cycle, #5)",1995.0,256.0,3.86,0.9842647581341047,1590,68,,,,,,,1.0,
15904,"The Sunday Philosophy Club (Isabel Dalhousie, #1)",2005.0,272.0,3.36,1.4364886314312952,14496,1580,,,,,1.0,,,
15997,Paradise Lost,2003.0,453.0,3.8,1.8375224053406696,97784,2098,,,,,,1.0,,
16013,"Paradise Kiss, Vol. 4 (Paradise Kiss, #4)",,,4.31,1.0167607364071374,3467,37,,,1.0,,,,,
16014,Milton's Paradise Lost,2008.0,384.0,3.8,3.0897435897435894,114,11,,,,,,1.0,,
16033,Mary Queen of Scotland and The Isles,1997.0,870.0,4.03,1.7253518928429539,10481,455,,1.0,,,,,,
16042,"One For The Money (Stephanie Plum, #1)",,,4.03,1.361904761904762,99,30,,,,,1.0,,,
16243,Case Histories (Jackson Brodie #1),2005.0,389.0,3.82,1.363516487198295,55845,4370,,,,,1.0,,,
16312,"One, Two, Buckle My Shoe (Hercule Poirot, #22)",2004.0,0.0,3.74,1.1434617650942736,11597,259,,,,,1.0,,,
16315,Crooked House,2002.0,276.0,3.98,1.2040508873129874,16312,797,,,,,1.0,,,
